Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""nameIDPolicyFormat"")`is(""urn:oasis:names:tc:SAML:2.0:nameid-format:persistent""));"" is 127.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""singleLogoutServiceUrl"")`is(""https://samltest.id/idp/profile/SAML2/POST/SLO""));"" is 125.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""singleSignOnServiceUrl"")`is(""https://samltest.id/idp/profile/SAML2/POST/SSO""));"" is 125.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""encryptionPublicKey"")`is(""MIIDEjCCAfqgAwIBAgIVAPVbodo8Su7/BaHXUHykx0Pi5CFaMA0GCSqGSIb3DQEB\nCwUAMBYxFDASBgNVBAMMC3NhbWx0ZXN0LmlkMB4XDTE4MDgyNDIxMTQwOVoXDTM4\nMDgyNDIxMTQwOVowFjEUMBIGA1UEAwwLc2FtbHRlc3QuaWQwggEiMA0GCSqGSIb3\nDQEBAQUAA4IBDwAwggEKAoIBAQCQb+1a7uDdTTBBFfwOUun3IQ9nEuKM98SmJDWa\nMwM877elswKUTIBVh5gB2RIXAPZt7J/KGqypmgw9UNXFnoslpeZbA9fcAqqu28Z4\nsSb2YSajV1ZgEYPUKvXwQEmLWN6aDhkn8HnEZNrmeXihTFdyr7wjsLj0JpQ+VUlc\n4/J+hNuU7rGYZ1rKY8AA34qDVd4DiJ+DXW2PESfOu8lJSOteEaNtbmnvH8KlwkDs\n1NvPTsI0W/m4SK0UdXo6LLaV8saIpJfnkVC/FwpBolBrRC/Em64UlBsRZm2T89ca\nuzDee2yPUvbBd5kLErw+sC7i4xXa2rGmsQLYcBPhsRwnmBmlAgMBAAGjVzBVMB0G\nA1UdDgQWBBRZ3exEu6rCwRe5C7f5QrPcAKRPUjA0BgNVHREELTArggtzYW1sdGVz\ndC5pZIYcaHR0cHM6Ly9zYW1sdGVzdC5pZC9zYW1sL2lkcDANBgkqhkiG9w0BAQsF\nAAOCAQEABZDFRNtcbvIRmblnZItoWCFhVUlq81ceSQddLYs8DqK340//hWNAbYdj\nWcP85HhIZnrw6NGCO4bUipxZXhiqTA/A9d1BUll0vYB8qckYDEdPDduYCOYemKkD\ndmnHMQWs9Y6zWiYuNKEJ9mf3+1N8knN/PK0TYVjVjXAf2CnOETDbLtlj6Nqb8La3\nsQkYmU+aUdopbjd5JFFwbZRaj6KiHXHtnIRgu8sUXNPrgipUgZUOVhP0C0N5OfE4\nJW8ZBrKgQC/6vJ2rSa9TlzI6JAa5Ww7gMXMP9M+cJUNQklcq+SBnTK8G+uBHgPKR\nzBDsMIEzRtQZm4GIoHJae4zmnCekkQ==""));"" is 1164.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""IdentityProviderRepresentation createdIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""sam"")).findFirst().orElse(null);"" is 147.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(createdIdentityProviderConfig.get(""signingCertificate"")`is(""MIIDETCCAfmgAwIBAgIUZRpDhkNKl5eWtJqk0Bu1BgTTargwDQYJKoZIhvcNAQEL\nBQAwFjEUMBIGA1UEAwwLc2FtbHRlc3QuaWQwHhcNMTgwODI0MjExNDEwWhcNMzgw\nODI0MjExNDEwWjAWMRQwEgYDVQQDDAtzYW1sdGVzdC5pZDCCASIwDQYJKoZIhvcN\nAQEBBQADggEPADCCAQoCggEBAJrh9/PcDsiv3UeL8Iv9rf4WfLPxuOm9W6aCntEA\n8l6c1LQ1Zyrz+Xa/40ZgP29ENf3oKKbPCzDcc6zooHMji2fBmgXp6Li3fQUzu7yd\n+nIC2teejijVtrNLjn1WUTwmqjLtuzrKC/ePoZyIRjpoUxyEMJopAd4dJmAcCq/K\nk2eYX9GYRlqvIjLFoGNgy2R4dWwAKwljyh6pdnPUgyO/WjRDrqUBRFrLQJorR2kD\nc4seZUbmpZZfp4MjmWMDgyGM1ZnR0XvNLtYeWAyt0KkSvFoOMjZUeVK/4xR74F8e\n8ToPqLmZEg9ZUx+4z2KjVK00LpdRkH9Uxhh03RQ0FabHW6UCAwEAAaNXMFUwHQYD\nVR0OBBYEFJDbe6uSmYQScxpVJhmt7PsCG4IeMDQGA1UdEQQtMCuCC3NhbWx0ZXN0\nLmlkhhxodHRwczovL3NhbWx0ZXN0LmlkL3NhbWwvaWRwMA0GCSqGSIb3DQEBCwUA\nA4IBAQBNcF3zkw/g51q26uxgyuy4gQwnSr01Mhvix3Dj/Gak4tc4XwvxUdLQq+jC\ncxr2Pie96klWhY/v/JiHDU2FJo9/VWxmc/YOk83whvNd7mWaNMUsX3xGv6AlZtCO\nL3JhCpHjiN+kBcMgS5jrtGgV1Lz3/1zpGxykdvS0B4sPnFOcaCwHe2B9SOCWbDAN\nJXpTjz1DmJO4ImyWPJpN1xsYKtm67Pefxmn0ax0uE2uuzq25h0xbTkqIQgJzyoE/\nDPkBFK1vDkMfAW11dQ0BXatEnW7Gtkc0lh2/PIbHWj4AzxYMyBf5Gy6HSVOftwjC\nvoQR2qr2xJBixsg+MIORKtmKHLfU`MIIDEjCCAfqgAwIBAgIVAMECQ1tjghafm5OxWDh9hwZfxthWMA0GCSqGSIb3DQEB\nCwUAMBYxFDASBgNVBAMMC3NhbWx0ZXN0LmlkMB4XDTE4MDgyNDIxMTQwOVoXDTM4\nMDgyNDIxMTQwOVowFjEUMBIGA1UEAwwLc2FtbHRlc3QuaWQwggEiMA0GCSqGSIb3\nDQEBAQUAA4IBDwAwggEKAoIBAQC0Z4QX1NFKs71ufbQwoQoW7qkNAJRIANGA4iM0\nThYghul3pC+FwrGv37aTxWXfA1UG9njKbbDreiDAZKngCgyjxj0uJ4lArgkr4AOE\njj5zXA81uGHARfUBctvQcsZpBIxDOvUUImAl+3NqLgMGF2fktxMG7kX3GEVNc1kl\nbN3dfYsaw5dUrw25DheL9np7G/+28GwHPvLb4aptOiONbCaVvh9UMHEA9F7c0zfF\n/cL5fOpdVa54wTI0u12CsFKt78h6lEGG5jUs/qX9clZncJM7EFkN3imPPy+0HC8n\nspXiH/MZW8o2cqWRkrw3MzBZW3Ojk5nQj40V6NUbjb7kfejzAgMBAAGjVzBVMB0G\nA1UdDgQWBBQT6Y9J3Tw/hOGc8PNV7JEE4k2ZNTA0BgNVHREELTArggtzYW1sdGVz\ndC5pZIYcaHR0cHM6Ly9zYW1sdGVzdC5pZC9zYW1sL2lkcDANBgkqhkiG9w0BAQsF\nAAOCAQEASk3guKfTkVhEaIVvxEPNR2w3vWt3fwmwJCccW98XXLWgNbu3YaMb2RSn\n7Th4p3h+mfyk2don6au7Uyzc1Jd39RNv80TG5iQoxfCgphy1FYmmdaSfO8wvDtHT\nTNiLArAxOYtzfYbzb5QrNNH/gQEN8RJaEf/g/1GTw9x/103dSMK0RXtl+fRs2nbl\nD1JJKSQ3AdhxK/weP3aUPtLxVVJ9wMOQOfcy02l+hHMb6uAjsPOpOVKqi3M8XmcU\nZOpx4swtgGdeoSpeRyrtMvRwdcciNBp9UZome44qZAYH1iqrpmmjsfI9pJItsgWu\n3kXPjhSfj1AJGR1l9JGvJrHki1iHTA==""));"" is 2248.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(createdIdentityProviderConfig.get(""nameIDPolicyFormat"")`is(""urn:oasis:names:tc:SAML:2.0:nameid-format:persistent""));"" is 127.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(createdIdentityProviderConfig.get(""singleLogoutServiceUrl"")`is(""https://samltest.id/idp/profile/SAML2/POST/SLO""));"" is 125.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(createdIdentityProviderConfig.get(""singleSignOnServiceUrl"")`is(""https://samltest.id/idp/profile/SAML2/POST/SSO""));"" is 125.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Long Statement,"The length of the statement ""assertThat(createdIdentityProviderConfig.get(""encryptionPublicKey"")`is(""MIIDEjCCAfqgAwIBAgIVAPVbodo8Su7/BaHXUHykx0Pi5CFaMA0GCSqGSIb3DQEB\nCwUAMBYxFDASBgNVBAMMC3NhbWx0ZXN0LmlkMB4XDTE4MDgyNDIxMTQwOVoXDTM4\nMDgyNDIxMTQwOVowFjEUMBIGA1UEAwwLc2FtbHRlc3QuaWQwggEiMA0GCSqGSIb3\nDQEBAQUAA4IBDwAwggEKAoIBAQCQb+1a7uDdTTBBFfwOUun3IQ9nEuKM98SmJDWa\nMwM877elswKUTIBVh5gB2RIXAPZt7J/KGqypmgw9UNXFnoslpeZbA9fcAqqu28Z4\nsSb2YSajV1ZgEYPUKvXwQEmLWN6aDhkn8HnEZNrmeXihTFdyr7wjsLj0JpQ+VUlc\n4/J+hNuU7rGYZ1rKY8AA34qDVd4DiJ+DXW2PESfOu8lJSOteEaNtbmnvH8KlwkDs\n1NvPTsI0W/m4SK0UdXo6LLaV8saIpJfnkVC/FwpBolBrRC/Em64UlBsRZm2T89ca\nuzDee2yPUvbBd5kLErw+sC7i4xXa2rGmsQLYcBPhsRwnmBmlAgMBAAGjVzBVMB0G\nA1UdDgQWBBRZ3exEu6rCwRe5C7f5QrPcAKRPUjA0BgNVHREELTArggtzYW1sdGVz\ndC5pZIYcaHR0cHM6Ly9zYW1sdGVzdC5pZC9zYW1sL2lkcDANBgkqhkiG9w0BAQsF\nAAOCAQEABZDFRNtcbvIRmblnZItoWCFhVUlq81ceSQddLYs8DqK340//hWNAbYdj\nWcP85HhIZnrw6NGCO4bUipxZXhiqTA/A9d1BUll0vYB8qckYDEdPDduYCOYemKkD\ndmnHMQWs9Y6zWiYuNKEJ9mf3+1N8knN/PK0TYVjVjXAf2CnOETDbLtlj6Nqb8La3\nsQkYmU+aUdopbjd5JFFwbZRaj6KiHXHtnIRgu8sUXNPrgipUgZUOVhP0C0N5OfE4\nJW8ZBrKgQC/6vJ2rSa9TlzI6JAa5Ww7gMXMP9M+cJUNQklcq+SBnTK8G+uBHgPKR\nzBDsMIEzRtQZm4GIoHJae4zmnCekkQ==""));"" is 1164.",134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Magic Number,The method contains a magic number: 2,134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProvider,Magic Number,The method contains a magic number: 2,134
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOidcIdentityProvider,Long Statement,"The length of the statement ""IdentityProviderRepresentation oidcIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""keycloak-oidc"")).findFirst().orElse(null);"" is 154.",216
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOidcIdentityProvider,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""authorizationUrl"")`is(""https://example.com/protocol/openid-connect/auth""));"" is 121.",216
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOidcIdentityProvider,Magic Number,The method contains a magic number: 3,216
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProvider,Long Statement,"The length of the statement ""IdentityProviderRepresentation oidcIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""keycloak-oidc"")).findFirst().orElse(null);"" is 154.",260
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProvider,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""authorizationUrl"")`is(""https://example.com/protocol/openid-connect/auth""));"" is 121.",260
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProvider,Magic Number,The method contains a magic number: 4,260
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithMapper,Long Statement,"The length of the statement ""IdentityProviderRepresentation oidcIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""keycloak-oidc"")).findFirst().orElse(null);"" is 154.",304
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithMapper,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""authorizationUrl"")`is(""https://example.com/protocol/openid-connect/auth""));"" is 121.",304
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithMapper,Long Statement,"The length of the statement ""IdentityProviderMapperRepresentation myUsernameMapper=createdRealm.getIdentityProviderMappers().stream().filter(m -> m.getName().equals(""my-username-mapper"")).findFirst().orElse(null);"" is 184.",304
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithMapper,Magic Number,The method contains a magic number: 5,304
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapper,Long Statement,"The length of the statement ""IdentityProviderRepresentation oidcIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""keycloak-oidc"")).findFirst().orElse(null);"" is 154.",363
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapper,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""authorizationUrl"")`is(""https://example.com/protocol/openid-connect/auth""));"" is 121.",363
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapper,Long Statement,"The length of the statement ""IdentityProviderMapperRepresentation myUsernameMapper=createdRealm.getIdentityProviderMappers().stream().filter(m -> m.getName().equals(""my-username-mapper"")).findFirst().orElse(null);"" is 184.",363
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapper,Magic Number,The method contains a magic number: 6,363
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapperWithPseudoId,Long Statement,"The length of the statement ""IdentityProviderRepresentation oidcIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""keycloak-oidc"")).findFirst().orElse(null);"" is 154.",422
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapperWithPseudoId,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""authorizationUrl"")`is(""https://example.com/protocol/openid-connect/auth""));"" is 121.",422
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapperWithPseudoId,Long Statement,"The length of the statement ""IdentityProviderMapperRepresentation myUsernameMapper=createdRealm.getIdentityProviderMappers().stream().filter(m -> m.getName().equals(""my-username-mapper"")).findFirst().orElse(null);"" is 184.",422
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithUpdatedMapperWithPseudoId,Magic Number,The method contains a magic number: 7,422
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithReplacedMapper,Long Statement,"The length of the statement ""IdentityProviderRepresentation oidcIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""keycloak-oidc"")).findFirst().orElse(null);"" is 154.",481
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithReplacedMapper,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""authorizationUrl"")`is(""https://example.com/protocol/openid-connect/auth""));"" is 121.",481
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithReplacedMapper,Long Statement,"The length of the statement ""IdentityProviderMapperRepresentation myUsernameMapper=createdRealm.getIdentityProviderMappers().stream().filter(m -> m.getName().equals(""my-changed-username-mapper"")).findFirst().orElse(null);"" is 192.",481
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithReplacedMapper,Magic Number,The method contains a magic number: 8,481
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithDeleteAllMappers,Long Statement,"The length of the statement ""IdentityProviderRepresentation oidcIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""keycloak-oidc"")).findFirst().orElse(null);"" is 154.",540
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithDeleteAllMappers,Long Statement,"The length of the statement ""assertThat(updatedIdentityProviderConfig.get(""authorizationUrl"")`is(""https://example.com/protocol/openid-connect/auth""));"" is 121.",540
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldUpdateOidcIdentityProviderWithDeleteAllMappers,Magic Number,The method contains a magic number: 9,540
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldDeleteOidcIdentityProvider,Magic Number,The method contains a magic number: 10,591
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlow,Long Statement,"The length of the statement ""AuthenticationFlowRepresentation customAuthFlow=createdRealm.getAuthenticationFlows().stream().filter(f -> f.getAlias().equals(""my first login flow"")).findFirst().orElse(null);"" is 176.",609
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlow,Long Statement,"The length of the statement ""IdentityProviderRepresentation createdIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""saml-with-custom-flow"")).findFirst().orElse(null);"" is 165.",609
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlow,Magic Number,The method contains a magic number: 20,609
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlowAndPostLoginFlow,Long Statement,"The length of the statement ""AuthenticationFlowRepresentation firstLoginFlow=createdRealm.getAuthenticationFlows().stream().filter(f -> f.getAlias().equals(""my first login flow"")).findFirst().orElse(null);"" is 176.",662
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlowAndPostLoginFlow,Long Statement,"The length of the statement ""AuthenticationFlowRepresentation postLoginFlow=createdRealm.getAuthenticationFlows().stream().filter(f -> f.getAlias().equals(""my post login flow"")).findFirst().orElse(null);"" is 174.",662
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlowAndPostLoginFlow,Long Statement,"The length of the statement ""IdentityProviderRepresentation createdIdentityProvider=identityProviders.stream().filter(e -> e.getAlias().equals(""saml-with-custom-idp-flows"")).findFirst().orElse(null);"" is 170.",662
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportIdentityProvidersIT,shouldCreateOtherIdentityProviderWithCustomFirstLoginFlowAndPostLoginFlow,Magic Number,The method contains a magic number: 30,662
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedClientsFullIT,shouldDeleteExtraClient,Long Statement,"The length of the statement ""Set<String> clients=realmAfterDelete.getClients().stream().map(ClientRepresentation::getClientId).collect(Collectors.toSet());"" is 126.",49
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedClientsFullIT,shouldDeleteExtraClient,Long Statement,"The length of the statement ""assertThat(clients`not(hasItems(""delete-that-client-1""`""delete-that-client-2""`""delete-that-client-3""`""delete-that-client-4"")));"" is 127.",49
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,shouldUpdateRealmNotDeleteAll,Magic Number,The method contains a magic number: 2,76
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Identifier,The length of the identifier createdIdentityProviderMappers is 30.,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<RequiredActionProviderRepresentation> createdRequiredActions=createdRealm.getRequiredActions().stream().filter((action) -> action.getAlias().equals(""MY_CONFIGURE_TOTP"") || action.getAlias().equals(""my_terms_and_conditions"")).collect(Collectors.toList());"" is 259.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<ClientScopeRepresentation> createdClientScopes=createdRealm.getClientScopes().stream().filter((clientScope) -> clientScope.getName().equals(""my_clientScope"") || clientScope.getName().equals(""my_other_clientScope"")).collect(Collectors.toList());"" is 249.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<ScopeMappingRepresentation> createdScopeMappings=createdRealm.getScopeMappings().stream().filter((scopeMapping) -> scopeMapping.getClientScope().equals(""offline_access"")).collect(Collectors.toList());"" is 205.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<ScopeMappingRepresentation> createdClientScopeMappings=createdRealm.getClientScopeMappings().entrySet().stream().filter((clientScopeMappingEntry) -> clientScopeMappingEntry.getKey().equals(""moped-client"")).map(Map.Entry::getValue).flatMap(Collection::stream).collect(Collectors.toList());"" is 293.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<ComponentExportRepresentation> createdComponents=createdRealm.getComponents().get(""org.keycloak.storage.UserStorageProvider"").stream().filter(c -> c.getName().equals(""my-realm-userstorage"")).collect(Collectors.toList());"" is 225.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<ComponentExportRepresentation> createdSubComponents=createdComponents.get(0).getSubComponents().getList(""org.keycloak.storage.ldap.mappers.LDAPStorageMapper"");"" is 164.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<AuthenticationFlowRepresentation> createdAuthenticationFlows=createdRealm.getAuthenticationFlows().stream().filter((authenticationFlow) -> authenticationFlowsList.contains(authenticationFlow.getAlias())).collect(Collectors.toList());"" is 238.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<IdentityProviderRepresentation> createdIdentityProviders=createdRealm.getIdentityProviders().stream().filter((identityProvider) -> identityProviderList.contains(identityProvider.getAlias())).collect(Collectors.toList());"" is 225.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<IdentityProviderMapperRepresentation> createdIdentityProviderMappers=createdRealm.getIdentityProviderMappers().stream().filter((identityProviderMapper) -> identityProviderMapperList.contains(identityProviderMapper.getName())).collect(Collectors.toList());"" is 260.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Long Statement,"The length of the statement ""List<ResourceRepresentation> createdClientResourcesList=createdRealm.getClients().stream().filter(client -> Objects.equals(client.getName()`""moped-client"")).findAny().orElseThrow(() -> new RuntimeException(""Cannot find client 'moped-client'"")).getAuthorizationSettings().getResources().stream().filter(resource -> clientResourcesList.contains(resource.getName())).collect(Collectors.toList());"" is 393.",84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 2,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 2,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 2,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 2,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 10,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 3,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 2,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 2,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedNoDeleteIT,assertRealm,Magic Number,The method contains a magic number: 2,84
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedWithEncryptedStateIT,shouldCreateEncryptedState,Long Statement,"The length of the statement ""String attributeKey=MessageFormat.format(ImportConfigProperties.REALM_STATE_ATTRIBUTE_PREFIX_KEY`importConfigProperties.getCache().getKey()`""roles-realm"") + ""-0"";"" is 162.",53
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportManagedWithEncryptedStateIT,shouldUpdateEncryptedState,Long Statement,"The length of the statement ""String attributeKey=MessageFormat.format(ImportConfigProperties.REALM_STATE_ATTRIBUTE_PREFIX_KEY`importConfigProperties.getCache().getKey()`""roles-realm"") + ""-0"";"" is 162.",71
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportParallelImportIT,assertRealm,Long Statement,"The length of the statement ""List<ClientRepresentation> createdClients=createdRealm.getClients().stream().filter(client -> client.getName().startsWith(""client"")).collect(Collectors.toList());"" is 162.",65
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportParallelImportIT,assertRealm,Long Statement,"The length of the statement ""List<ClientScopeRepresentation> createdClientScopes=createdRealm.getClientScopes().stream().filter(clientScope -> clientScope.getName().startsWith(""clientScope"")).collect(Collectors.toList());"" is 192.",65
keycloak-config-cli,de.adorsys.keycloak.config.service,ImportParallelImportIT,assertRealm,Long Statement,"The length of the statement ""List<RoleRepresentation> createdRoles=createdRealm.getRoles().getRealm().stream().filter(group -> group.getName().startsWith(""role"")).collect(Collectors.toList());"" is 163.",65
